from,to,distance,accessible
stair_gf_6,room_gf_32,59.46,true
stair_gf_6,room_gf_33,55.11,true
stair_gf_6,room_gf_34,48.03,true
stair_gf_6,room_gf_35,116.59,true
stair_gf_6,room_gf_85,105.87,true
stair_gf_6,room_gf_87,50.97,true
stair_gf_6,room_gf_90,108.05,true
stair_gf_6,room_gf_91,105.62,true
stair_gf_6,room_gf_92,75.57,true
stair_gf_6,room_gf_93,62.71,true
stair_gf_6,room_gf_94,62.97,true
stair_gf_6,room_gf_95,45.21,true
stair_gf_6,room_gf_96,32.09,true
stair_gf_6,room_gf_97,55.07,true
stair_gf_6,room_gf_98,108.99,true
stair_gf_6,room_gf_99,97.31,true
stair_gf_6,room_gf_110,115.47,true
stair_gf_6,room_gf_155,67.85,true
stair_gf_6,room_gf_112,36.19,true
stair_gf_6,room_gf_113,84.64,true
stair_gf_6,room_gf_114,9.77,true
stair_gf_6,room_gf_115,76.53,true
stair_gf_6,entrance_3,96.65,true
stair_gf_6,entrance_17,28.82,true
stair_gf_6,corridor_gf_3,108.02,true
stair_gf_6,corridor_gf_100,73.86,true
stair_gf_6,corridor_gf_5,60.0,true
stair_gf_6,corridor_gf_6,90.02,true
stair_gf_6,corridor_gf_160,39.8,true
stair_gf_6,corridor_gf_9,90.0,true
stair_gf_6,corridor_gf_25,96.25,true
stair_gf_6,corridor_gf_26,61.78,true
stair_gf_6,corridor_gf_27,85.26,true
stair_gf_6,corridor_gf_29,72.61,true
stair_gf_6,corridor_gf_30,60.79,true
stair_gf_6,corridor_gf_31,65.03,true
stair_gf_6,corridor_gf_32,75.94,true
stair_gf_6,corridor_gf_33,107.23,true
stair_gf_6,corridor_gf_34,95.11,true
stair_gf_6,room_gf_126,55.88,true
stair_gf_6,corridor_gf_35,93.34,true
stair_gf_6,corridor_gf_36,83.22,true
stair_gf_6,corridor_gf_37,117.63,true
stair_gf_6,corridor_gf_41,9.58,true
stair_gf_6,corridor_gf_43,117.27,true
stair_gf_6,corridor_gf_48,44.02,true
stair_gf_6,corridor_gf_50,53.92,true
stair_gf_6,corridor_gf_51,68.93,true
stair_gf_6,corridor_gf_52,107.4,true
stair_gf_7,stair_gf_8,70.89,true
stair_gf_7,stair_gf_15,78.1,true
stair_gf_7,stair_gf_18,62.65,true
stair_gf_7,room_gf_16,119.24,true
stair_gf_7,room_gf_17,85.71,true
stair_gf_7,room_gf_18,82.45,true
stair_gf_7,room_gf_200,91.25,true
stair_gf_7,room_gf_20,64.85,true
stair_gf_7,room_gf_21,56.24,true
stair_gf_7,room_gf_22,56.72,true
stair_gf_7,room_gf_23,89.96,true
stair_gf_7,room_gf_24,44.83,true
stair_gf_7,room_gf_25,36.16,true
stair_gf_7,room_gf_160,32.23,true
stair_gf_7,room_gf_26,16.33,true
stair_gf_7,room_gf_27,36.57,true
stair_gf_7,room_gf_28,29.22,true
stair_gf_7,room_gf_29,53.18,true
stair_gf_7,room_gf_30,49.62,true
stair_gf_7,room_gf_31,73.45,true
stair_gf_7,room_gf_32,100.68,true
stair_gf_7,room_gf_33,91.85,true
stair_gf_7,room_gf_34,116.62,true
stair_gf_7,room_gf_86,117.84,true
stair_gf_7,room_gf_88,118.69,true
stair_gf_7,room_gf_89,107.36,true
stair_gf_7,room_gf_90,91.52,true
stair_gf_7,room_gf_91,105.39,true
stair_gf_7,room_gf_92,96.86,true
stair_gf_7,room_gf_93,72.59,true
stair_gf_7,room_gf_94,100.44,true
stair_gf_7,room_gf_95,78.29,true
stair_gf_7,room_gf_96,85.97,true
stair_gf_7,room_gf_97,107.86,true
stair_gf_7,room_gf_112,109.41,true
stair_gf_7,room_gf_114,67.54,true
stair_gf_7,room_gf_115,67.27,true
stair_gf_7,entrance_5,82.48,true
stair_gf_7,entrance_17,66.95,true
stair_gf_7,corridor_gf_100,108.82,true
stair_gf_7,corridor_gf_5,69.07,true
stair_gf_7,corridor_gf_6,16.94,true
stair_gf_7,corridor_gf_7,57.52,true
stair_gf_7,corridor_gf_160,108.39,true
stair_gf_7,corridor_gf_9,87.8,true
stair_gf_7,corridor_gf_29,76.13,true
stair_gf_7,corridor_gf_30,52.66,true
stair_gf_7,corridor_gf_31,39.06,true
stair_gf_7,corridor_gf_32,22.34,true
stair_gf_7,corridor_gf_33,31.63,true
stair_gf_7,room_gf_126,109.23,true
stair_gf_7,corridor_gf_41,81.09,true
stair_gf_7,corridor_gf_48,97.73,true
stair_gf_7,corridor_gf_50,88.92,true
stair_gf_7,corridor_gf_51,85.45,true
stair_gf_7,corridor_gf_52,98.7,true
stair_gf_7,corridor_gf_53,110.43,true
stair_gf_8,stair_gf_9,81.26,true
stair_gf_8,stair_gf_18,112.61,true
